,Parameters,mean_test_score,mean_train_score
0,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8563114754098361,0.8623975409836065
1,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 20), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.8544262295081968,0.8628073770491802
