,df_hourscontinuous,df_hourscontinuous_nofnlwgt,df_hourscontinuous_nocontinent,df_hourscontinuous_nocontinent_nofnlwgt,df_hourscontinuous_nocountry,df_hourscontinuous_nocountry_nofnlwgt,df_hourscontinuous_nocountry_nocontinent,df_hourscontinuous_nocountry_nocontinent_nofnlwgt,df_hourscategorical,df_hourscategorical_nofnlwgt,df_hourscategorical_nocontinent,df_hourscategorical_nocontinent_nofnlwgt,df_hourscategorical_nocountry,df_hourscategorical_nocountry_nofnlwgt,df_hourscategorical_nocountry_nocontinent,df_hourscategorical_nocountry_nocontinent_nofnlwgt
test_score,0.8614457831325302,0.8609540201622817,0.8615687238750922,0.859847553479223,0.8605851979345955,0.861322842389968,0.8615687238750922,0.862675190558151,0.8610769609048439,0.8608310794197197,0.8618146053602164,0.8599704942217851,0.861322842389968,0.8588640275387264,0.8596016719940989,0.8594787312515367
train_score,0.8682377049180328,0.8649180327868853,0.8689754098360656,0.8650409836065573,0.8731967213114754,0.8690163934426229,0.8723360655737705,0.8680327868852459,0.8670081967213115,0.862827868852459,0.8671311475409836,0.8627049180327869,0.8713934426229508,0.8654098360655738,0.8693852459016393,0.864467213114754
